CBC_ROUTER;PE90PSK11;0
CBC_ROUTER;PE90PSK12;0
GGPSKE01-RE0;3RD90PSK03;0
GGPSKE01-RE0;3RD90PSK04;0
GGTSTE01-RE0;3RD90TZL03;0
GGTSTE01-RE0;3RD90TZL04;0
GGTZLE01-RE0;3RD90TZL03;0
GGTZLE01-RE0;3RD90TZL04;0
PE90ADN05;PE90ADN23;0
PE90ADN05;PE90ADN24;0
PE90ADN11;PE90ADN12;0
PE90ADN11;PE90ADN23;0
PE90ADN12;PE90ADN11;0
PE90ADN12;PE90ADN24;0
PE90ADN23;PE90ADN05;0
PE90ADN23;PE90ADN11;0
PE90ADN23;PE90ADN24;0
PE90ADN23;PP90ADN01;0
PE90ADN24;PE90ADN05;0
PE90ADN24;PE90ADN12;0
PE90ADN24;PE90ADN23;0
PE90ADN24;PP90ADN02;0
PE90ANT01_9K;PE90ANT03;0
PE90ANT01_9K;PE90ANT05;0
PE90ANT01_9K;PP90PSK01;0
PE90ANT01_9K;ant7206isg1;0
PE90ANT01_9K;antalyaftthisg1;0
PE90ANT01_9K;antalyavf_pe_c1002x;0
PE90ANT01_9K;mer7206isg1;0
PE90ANT02_9K;PE90ANT04;0
PE90ANT02_9K;PE90ANT05;0
PE90ANT02_9K;PP90PSK02;0
PE90ANT02_9K;PP90TZL02;0
PE90ANT02_9K;ant7206isg1;0
PE90ANT02_9K;antalyaftthisg1;0
PE90ANT02_9K;antalyavf_pe2_c1002x;0
PE90ANT02_9K;bdr7206isg1;0
PE90ANT03;PE90ANT01_9K;0
PE90ANT03;PE90ANT04;0
PE90ANT04;PE90ANT02_9K;0
PE90ANT04;PE90ANT03;0
PE90ANT05;PE90ANT01_9K;0
PE90ANT05;PE90ANT02_9K;0
PE90DYB01;PP90ADN01;0
PE90DYB01;PP90PSK01;0
PE90DYB01;diyarbakirvf_pe_c1002x;0
PE90DYB02;PE90DYB01;0
PE90DYB02;PE90ERZ02;0
PE90DYB02;PP90ADN02;0
PE90DYB02;diyarbakirvf_pe2_c1002x;0
PE90ECE01;PE90TZL23;0
PE90ECE02;PE90ECE01;0
PE90ECE02;PE90TZL24;0
PE90ERZ01;PE90ERZ03;0
PE90ERZ01;PE90ERZ05;0
PE90ERZ01;PP90ADN01;0
PE90ERZ01;PP90PSK01;0
PE90ERZ01;erz7206isg1;0
PE90ERZ01;erzurumvf_pe_c1002;0
PE90ERZ01;trb7206isg1;0
PE90ERZ02;PE90ERZ01;0
PE90ERZ02;PE90ERZ04;0
PE90ERZ02;PE90ERZ05;0
PE90ERZ02;PP90ADN02;0
PE90ERZ02;erz7206isg1;0
PE90ERZ02;erzurumvf_pe2_c1002;0
PE90ERZ03;PE90ERZ01;0
PE90ERZ03;PE90ERZ04;0
PE90ERZ04;PE90ERZ02;0
PE90ERZ04;PE90ERZ03;0
PE90ERZ05;PE90ERZ01;0
PE90ERZ05;PE90ERZ02;0
PE90ESY01;PE90ESY03;0
PE90ESY01;PE90ESY13;0
PE90ESY01;PE90KYL02;0
PE90ESY01;esentepe_p_asr9010;0
PE90ESY01;esenyurt_pe_asr9010;0
PE90ESY02;PE90ESY04;0
PE90ESY02;PE90ESY14;0
PE90ESY02;esentepe_p2_c9912;0
PE90ESY02;esenyurt_pe2_asr9010;0
PE90ESY03;PE90ESY01;0
PE90ESY03;PE90ESY04;0
PE90ESY04;PE90ESY02;0
PE90ESY04;PE90ESY03;0
PE90ESY13;PE90ESY01;0
PE90ESY13;PE90ESY14;0
PE90ESY14;PE90ESY02;0
PE90ESY14;PE90ESY13;0
PE90GNS01;PE90ESY01;0
PE90GNS01;PE90GNS02;0
PE90GNS01;PE90GNS03;0
PE90GNS01;PE90GNS05;0
PE90GNS01;PE90GNS11;0
PE90GNS01;PE90GNS13;0
PE90GNS01;PP90TZL01;0
PE90GNS02;PE90ECE02;0
PE90GNS02;PE90ESY02;0
PE90GNS02;PE90GNS04;0
PE90GNS02;PE90GNS05;0
PE90GNS02;PE90GNS12;0
PE90GNS02;PE90GNS14;0
PE90GNS02;PP90TZL02;0
PE90GNS03;PE90GNS01;0
PE90GNS03;PE90GNS04;0
PE90GNS04;PE90GNS02;0
PE90GNS04;PE90GNS03;0
PE90GNS05;PE90GNS01;0
PE90GNS05;PE90GNS02;0
PE90GNS11;PE90GNS01;0
PE90GNS11;PE90GNS12;0
PE90GNS12;PE90GNS02;0
PE90GNS12;PE90GNS11;0
PE90GNS13;PE90GNS01;0
PE90GNS13;PE90GNS14;0
PE90GNS14;PE90GNS02;0
PE90GNS14;PE90GNS13;0
PE90GZM05;PE90GZM23;0
PE90GZM05;PE90GZM24;0
PE90GZM11;PE90GZM12;0
PE90GZM11;PE90GZM23;0
PE90GZM12;PE90GZM11;0
PE90GZM12;PE90GZM24;0
PE90GZM17;PE90GZM18;0
PE90GZM17;PE90GZM23;0
PE90GZM18;PE90GZM17;0
PE90GZM18;PE90GZM24;0
PE90GZM23;PE90GZM05;0
PE90GZM23;PE90GZM11;0
PE90GZM23;PE90GZM17;0
PE90GZM23;PP90GZM01;0
PE90GZM24;PE90GZM05;0
PE90GZM24;PE90GZM12;0
PE90GZM24;PE90GZM18;0
PE90GZM24;PE90GZM23;0
PE90GZM24;PP90GZM02;0
PE90KYL01;PE90KYL02;0
PE90KYL01;PP90TZL01;0
PE90KYL02;PE90ESY01;0
PE90KYL02;PE90KYL01;0
PE90PSK03_9K;PE90PSK05;0
PE90PSK03_9K;PE90PSK07;0
PE90PSK03_9K;PE90PSK17;0
PE90PSK04_9K;PE90PSK05;0
PE90PSK04_9K;PE90PSK08;0
PE90PSK04_9K;PE90PSK18;0
PE90PSK05;PE90PSK03_9K;0
PE90PSK05;PE90PSK04_9K;0
PE90PSK07;PE90PSK03_9K;0
PE90PSK07;PE90PSK08;0
PE90PSK08;PE90PSK04_9K;0
PE90PSK08;PE90PSK07;0
PE90PSK11;CBC_ROUTER;0
PE90PSK11;PE90PSK12;0
PE90PSK11;PE90PSK23;0
PE90PSK12;CBC_ROUTER;0
PE90PSK12;PE90PSK11;0
PE90PSK12;PE90PSK24;0
PE90PSK15;PE90PSK16;0
PE90PSK15;PE90PSK23;0
PE90PSK16;PE90PSK15;0
PE90PSK16;PE90PSK24;0
PE90PSK17;PE90PSK03_9K;0
PE90PSK17;PE90PSK18;0
PE90PSK18;PE90PSK04_9K;0
PE90PSK18;PE90PSK17;0
PE90PSK23;PE90PSK11;0
PE90PSK23;PE90PSK15;0
PE90PSK23;VGGPSKE01;0
PE90PSK23;VWMGPSKE01;0
PE90PSK24;PE90PSK12;0
PE90PSK24;PE90PSK16;0
PE90PSK24;VGGPSKE01;0
PE90PSK24;VWMGPSKE01;0
PE90SAM01;PE90SAM02;0
PE90SAM01;PE90SAM03;0
PE90SAM01;PE90SAM05;0
PE90SAM01;PP90PSK01;0
PE90SAM01;sam7206isg1;0
PE90SAM02;PE90SAM04;0
PE90SAM02;PE90SAM05;0
PE90SAM02;PP90PSK02;0
PE90SAM02;PP90TZL02;0
PE90SAM03;PE90SAM01;0
PE90SAM03;PE90SAM04;0
PE90SAM04;PE90SAM02;0
PE90SAM04;PE90SAM03;0
PE90SAM05;PE90SAM01;0
PE90SAM05;PE90SAM02;0
PE90TZL03;PE90TZL03_9K;0
PE90TZL03;PE90TZL04;0
PE90TZL03_9K;PE90TZL03;0
PE90TZL03_9K;PE90TZL05;0
PE90TZL03_9K;PE90TZL15;0
PE90TZL04;PE90TZL03;0
PE90TZL04;PE90TZL04_9K;0
PE90TZL04_9K;PE90TZL04;0
PE90TZL04_9K;PE90TZL05;0
PE90TZL04_9K;PE90TZL16;0
PE90TZL05;PE90TZL03_9K;0
PE90TZL05;PE90TZL04_9K;0
PE90TZL11;PE90TZL12;0
PE90TZL11;PE90TZL23;0
PE90TZL12;PE90TZL11;0
PE90TZL12;PE90TZL24;0
PE90TZL15;PE90TZL03_9K;0
PE90TZL15;PE90TZL16;0
PE90TZL16;PE90TZL04_9K;0
PE90TZL16;PE90TZL15;0
PE90TZL20;PE90TZL21;0
PE90TZL20;PE90TZL23;0
PE90TZL21;PE90TZL20;0
PE90TZL21;PE90TZL24;0
PE90TZL23;PE90TZL11;0
PE90TZL23;PE90TZL20;0
PE90TZL23;VGGTZLE01;0
PE90TZL23;VGGTZLE02;0
PE90TZL24;PE90TZL12;0
PE90TZL24;PE90TZL21;0
PE90TZL24;VGGTZLE01;0
PE90TZL24;VGGTZLE02;0
PE90URF01;PE90DYB01;0
PE90URF01;PE90URF02;0
PE90URF01;PE90URF03;0
PE90URF01;PP90ADN01;0
PE90URF02;PE90URF01;0
PE90URF02;PE90URF04;0
PE90URF02;PP90ADN02;0
PE90URF03;PE90URF01;0
PE90URF03;PE90URF04;0
PE90URF04;PE90URF02;0
PE90URF04;PE90URF03;0
PP90ADN01;PP90ADN02;0
PP90ADN01;RR90ADN01;0
PP90ADN01;adanavf_pe_c1002x;0
PP90ADN01;adn7206isg1;0
PP90ADN01;kay7206isg1;0
PP90ADN02;PP90ADN01;0
PP90ADN02;RR90ADN01;0
PP90ADN02;adanavf_pe2_c1002x;0
PP90ADN02;adn7206isg1;0
PP90ADN02;mer7206isg1;0
PP90GZM01;PP90GZM02;0
PP90GZM01;RR90GZM01;0
PP90GZM01;bdr7206isg1;0
PP90GZM01;bursa_cer2_asr9010;0
PP90GZM01;bursa_cer_asr9010;0
PP90GZM01;dnz7206isg1;0
PP90GZM01;izm7206isg1;0
PP90GZM01;izmir_cer_asr9010;0
PP90GZM01;izmirftthisg1;0
PP90GZM01;izmirvf_cer_asr9010;0
PP90GZM01;izmirvf_int1_asr9922;0
PP90GZM01;izmirvf_p_asr9010;0
PP90GZM01;izmirvf_pe2_c1006;0
PP90GZM01;izmirvf_pe3_c1002x;0
PP90GZM01;izmirvf_pe_c1006;0
PP90GZM01;izmirvf_rr_1006x;0
PP90GZM01;kon7206isg1;0
PP90GZM01;man7206isg1;0
PP90GZM02;PP90GZM01;0
PP90GZM02;RR90GZM01;0
PP90GZM02;afy1002isg1;0
PP90GZM02;blk7206isg1;0
PP90GZM02;bur7206isg1;0
PP90GZM02;izm7206isg1;0
PP90GZM02;izmirftthisg1;0
PP90GZM02;izmirvf_cer2_asr9010;0
PP90GZM02;izmirvf_cer_asr9010;0
PP90GZM02;izmirvf_pe2_c1006;0
PP90GZM02;izmirvf_pe3_c1002x;0
PP90GZM02;izmirvf_pe_c1006;0
PP90GZM02;man7206isg1;0
PP90PSK01;PP90PSK02;0
PP90PSK01;RR90PSK01;0
PP90PSK01;adana2_pe_c1002x;0
PP90PSK01;afy1002isg1;0
PP90PSK01;ankara_pe4_c1002x;0
PP90PSK01;ankaraodtu_pe_c1002x;0
PP90PSK01;ankarattidm_pe_c1002;0
PP90PSK01;ankaravf_3gvae_c7206;0
PP90PSK01;ankaravf_cer_asr9010;0
PP90PSK01;ankaravf_pe5_c1006;0
PP90PSK01;ankaravf_pe6_c1006x;0
PP90PSK01;ankaravf_rr_1006;0
PP90PSK01;bur7206isg1;0
PP90PSK01;bursa_cer2_asr9010;0
PP90PSK01;corlu2_pe2_c1002x;0
PP90PSK01;denizli_pe_c1002x;0
PP90PSK01;esentepe_p_asr9010;0
PP90PSK01;eskisehir_pe2_c1002x;0
PP90PSK01;gaziantep_pe_c1002x;0
PP90PSK01;izmir_cer_asr9010;0
PP90PSK01;izmit_cer_asr9010;0
PP90PSK01;kayseritt_pe_m7i;0
PP90PSK01;manisa_pe_c1002;0
PP90PSK01;odm1006isg2;0
PP90PSK01;odm7206isg1;0
PP90PSK01;sam7206isg1;0
PP90PSK01;samsun_pe_c1002x;0
PP90PSK01;trabzon_pe2_c1002x;0
PP90PSK01;trb7206isg1;0
PP90PSK02;PP90PSK01;0
PP90PSK02;RR90PSK01;0
PP90PSK02;ankaravf_cer2_asr9010;0
PP90PSK02;ankaravf_pe5_c1006;0
PP90PSK02;ankaravf_pe6_c1006x;0
PP90PSK02;dnz7206isg1;0
PP90PSK02;izt7206isg1;0
PP90PSK02;kay7206isg1;0
PP90PSK02;kon7206isg1;0
PP90PSK02;odm1006isg2;0
PP90PSK02;odm7206isg1;0
PP90TZL01;PE90KYL01;0
PP90TZL01;PP90TZL02;0
PP90TZL01;RR90TZL01;0
PP90TZL01;blk7206isg1;0
PP90TZL01;bur7206isg1;0
PP90TZL01;camlica_p_asr9010;0
PP90TZL01;izt7206isg1;0
PP90TZL01;tuzlavf_cer_asr9010;0
PP90TZL02;PP90TZL01;0
PP90TZL02;RR90TZL01;0
PP90TZL02;camlica_p4_asr9912;0
PP90TZL02;izmit_cer_asr9010;0
PP90TZL02;maslakvf_cer2_asr9010;0
PP90TZL02;tuzlavf_cer2_asr9010;0
PP90TZL02;umraniye_cer_asr9010;0
RR90ADN01;PP90ADN01;0
RR90ADN01;PP90ADN02;0
RR90GZM01;PP90GZM01;0
RR90GZM01;PP90GZM02;0
RR90PSK01;PP90PSK01;0
RR90PSK01;PP90PSK02;0
RR90TZL01;PP90TZL01;0
RR90TZL01;PP90TZL02;0
VGGPSKE01;PE90PSK23;0
VGGPSKE01;PE90PSK24;0
VGGTZLE01;PE90TZL23;0
VGGTZLE01;PE90TZL24;0
VGGTZLE02;PE90TZL23;0
VGGTZLE02;PE90TZL24;0
VWMGPSKE01;PE90PSK23;0
VWMGPSKE01;PE90PSK24;0
abh_cer_asr9010;camlica_p_asr9010;0
abh_cer_asr9010;umraniye_cer_asr9010;0
acb10008isg1;esentepe_cer_asr9010;0
acb10008isg1;esentepe_pe3_c1006;0
acb10008isg1;tuzlavf_cer_asr9010;0
adana2_pe2_c1002x;adana2_pe_c1002x;0
adana2_pe2_c1002x;camlica_p4_asr9912;0
adana2_pe_c1002x;PP90PSK01;0
adana2_pe_c1002x;adana2_pe2_c1002x;0
adana2_pe_c1002x;adanacukurovatt_pe_c920;0
adanacukurovatt_pe2_c920;adanacukurovatt_pe_c920;0
adanacukurovatt_pe2_c920;adanavf_pe_c1002x;0
adanacukurovatt_pe_c920;adana2_pe_c1002x;0
adanacukurovatt_pe_c920;adanacukurovatt_pe2_c920;0
adanavf_pe2_c1002x;PP90ADN02;0
adanavf_pe2_c1002x;adanavf_pe_c1002x;0
adanavf_pe2_c1002x;kayseritt_pe_m7i;0
adanavf_pe_c1002x;PP90ADN01;0
adanavf_pe_c1002x;adanacukurovatt_pe2_c920;0
adanavf_pe_c1002x;adanavf_pe2_c1002x;0
adanavf_pe_c1002x;mersintt_pe_m7i;0
adn7206isg1;PP90ADN01;0
adn7206isg1;PP90ADN02;0
adn7206isg1;esentepe_pe3_c1006;0
afy1002isg1;PP90GZM02;0
afy1002isg1;PP90PSK01;0
afy1002isg1;esentepe_pe3_c1006;0
ankara_pe3_c1002x;ankara_pe4_c1002x;0
ankara_pe3_c1002x;esentepe_p_asr9010;0
ankara_pe4_c1002x;PP90PSK01;0
ankara_pe4_c1002x;ankara_pe3_c1002x;0
ankaraftthisg1;ankaravf_cer_asr9010;0
ankaraftthisg1;esentepe_pe9_c1006;0
ankaraodtu_pe_c1002x;PP90PSK01;0
ankarattidm_pe_c1002;PP90PSK01;0
ankarattidm_pe_c1002;esentepe_p_asr9010;0
ankaravf_3gvae_c7206;PP90PSK01;0
ankaravf_cer2_asr9010;PP90PSK02;0
ankaravf_cer2_asr9010;ankaravf_cer_asr9010;0
ankaravf_cer_asr9010;PP90PSK01;0
ankaravf_cer_asr9010;ankaraftthisg1;0
ankaravf_cer_asr9010;ankaravf_cer2_asr9010;0
ankaravf_cer_asr9010;ankaravf_rr_1006;0
ankaravf_cer_asr9010;eskisehir_pe2_c1002x;0
ankaravf_pe5_c1006;PP90PSK01;0
ankaravf_pe5_c1006;PP90PSK02;0
ankaravf_pe6_c1006x;PP90PSK01;0
ankaravf_pe6_c1006x;PP90PSK02;0
ankaravf_rr_1006;PP90PSK01;0
ankaravf_rr_1006;ankaravf_cer_asr9010;0
ant7206isg1;PE90ANT01_9K;0
ant7206isg1;PE90ANT02_9K;0
ant7206isg1;esentepe_pe3_c1006;0
antalyaftthisg1;PE90ANT01_9K;0
antalyaftthisg1;PE90ANT02_9K;0
antalyaftthisg1;esentepe_pe9_c1006;0
antalyavf_pe2_c1002x;PE90ANT02_9K;0
antalyavf_pe2_c1002x;antalyavf_pe_c1002x;0
antalyavf_pe_c1002x;PE90ANT01_9K;0
antalyavf_pe_c1002x;antalyavf_pe2_c1002x;0
antalyavf_pe_c1002x;mersintt_pe_m7i;0
arena1006isg1;tuzlavf_cer2_asr9010;0
arena1006isg1;tuzlavf_cer_asr9010;0
ata10008isg1;camlica_p_asr9010;0
ata10008isg1;esentepe_p_asr9010;0
ata10008isg1;esentepe_pe3_c1006;0
ata10008isg1;guneslivf_cer_asr9010;0
ata1006isg2;camlica_p_asr9010;0
ata1006isg2;esentepe_p_asr9010;0
ata1006isg2;esentepe_pe3_c1006;0
ata1006isg2;guneslivf_cer_asr9010;0
ayd7206isg1;esentepe_cer_asr9010;0
ayd7206isg1;esentepe_pe3_c1006;0
balikesirtt_pe_m7i;esentepe_p_asr9010;0
balikesirtt_pe_m7i;izmirvf_cer_asr9010;0
bdr7206isg1;PE90ANT02_9K;0
bdr7206isg1;PP90GZM01;0
bdr7206isg1;esentepe_pe3_c1006;0
besiktas_cer_mx5;camlica_cer_asr9010;0
besiktas_cer_mx5;esentepe_cer_asr9010;0
blk7206isg1;PP90GZM02;0
blk7206isg1;PP90TZL01;0
blk7206isg1;esentepe_pe3_c1006;0
bodrum_pe2_c1002x;bodrum_pe_c1002x;0
bodrum_pe2_c1002x;izmirvf_cer_asr9010;0
bodrum_pe_c1002x;bodrum_pe2_c1002x;0
bodrum_pe_c1002x;camlica_p4_asr9912;0
bostanci_cer_asr9010;camlica_p_asr9010;0
bostanci_cer_asr9010;umraniye_cer2_asr9010;0
bur7206isg1;PP90GZM02;0
bur7206isg1;PP90PSK01;0
bur7206isg1;PP90TZL01;0
bur7206isg1;bursa_cer2_asr9010;0
bur7206isg1;esentepe_pe3_c1006;0
bursa_cer2_asr9010;PP90GZM01;0
bursa_cer2_asr9010;PP90PSK01;0
bursa_cer2_asr9010;bur7206isg1;0
bursa_cer2_asr9010;bursa_cer_asr9010;0
bursa_cer_asr9010;PP90GZM01;0
bursa_cer_asr9010;bursa_cer2_asr9010;0
bursa_cer_asr9010;camlica_p4_asr9912;0
bursa_cer_asr9010;esentepe_p_asr9010;0
cam10008isg1;esentepe_cer_asr9010;0
cam10008isg1;esentepe_pe3_c1006;0
camlica_3gvae_c7206;tuzlavf_cer2_asr9010;0
camlica_3gvae_c7206;tuzlavf_cer_asr9010;0
camlica_cer2_asr9010;camlica_cer_asr9010;0
camlica_cer2_asr9010;camlica_p4_asr9912;0
camlica_cer2_asr9010;camlica_pe18_asr1006x;0
camlica_cer2_asr9010;gebze_cer_m7i;0
camlica_cer_asr9010;besiktas_cer_mx5;0
camlica_cer_asr9010;camlica_cer2_asr9010;0
camlica_cer_asr9010;camlica_p4_asr9912;0
camlica_cer_asr9010;camlica_p_asr9010;0
camlica_cer_asr9010;camlica_rr_1006x.rt;0
camlica_cer_asr9010;esentepe_cer_asr9010;0
camlica_cer_asr9010;frankfurt2_pe3_c1002;0
camlica_cer_asr9010;frankfurt_cer2_mx10;0
camlica_cer_asr9010;frankfurt_int2_mx10;0
camlica_cer_asr9010;frankfurt_int_mx10;0
camlica_p4_asr9912;PP90TZL02;0
camlica_p4_asr9912;adana2_pe2_c1002x;0
camlica_p4_asr9912;bodrum_pe_c1002x;0
camlica_p4_asr9912;bursa_cer_asr9010;0
camlica_p4_asr9912;camlica_cer2_asr9010;0
camlica_p4_asr9912;camlica_cer_asr9010;0
camlica_p4_asr9912;camlica_p_asr9010;0
camlica_p4_asr9912;camlica_pe6_c1006;0
camlica_p4_asr9912;camlica_pe8_c1006;0
camlica_p4_asr9912;corlu2_pe_c1002x;0
camlica_p4_asr9912;denizli_pe2_c1002x;0
camlica_p4_asr9912;ern7206isg1;0
camlica_p4_asr9912;esentepe_p2_c9912;0
camlica_p4_asr9912;eskisehir_pe_c1002x;0
camlica_p4_asr9912;frankfurt2_pe2_1002x;0
camlica_p4_asr9912;gaziantep_pe2_c1002x;0
camlica_p4_asr9912;hat7206isg1;0
camlica_p4_asr9912;levent_cer2_c1006x;0
camlica_p4_asr9912;sak7206isg1;0
camlica_p4_asr9912;samsun_pe2_c1002x;0
camlica_p4_asr9912;tekstilkent_pe_c1002x;0
camlica_p4_asr9912;trabzon_pe_c1002x;0
camlica_p_asr9010;PP90TZL01;0
camlica_p_asr9010;abh_cer_asr9010;0
camlica_p_asr9010;ata10008isg1;0
camlica_p_asr9010;ata1006isg2;0
camlica_p_asr9010;bostanci_cer_asr9010;0
camlica_p_asr9010;camlica_cer_asr9010;0
camlica_p_asr9010;camlica_p4_asr9912;0
camlica_p_asr9010;camlica_pe18_asr1006x;0
camlica_p_asr9010;camlica_pe6_c1006;0
camlica_p_asr9010;camlica_pe8_c1006;0
camlica_p_asr9010;camlica_rr_1006x.rt;0
camlica_p_asr9010;esentepe_p_asr9010;0
camlica_p_asr9010;fth7206isg1;0
camlica_p_asr9010;guneslivf_cer2_asr9010;0
camlica_p_asr9010;guneslivf_cer_asr9010;0
camlica_p_asr9010;gyt7206isg1;0
camlica_p_asr9010;izmit_cer_asr9010;0
camlica_p_asr9010;kdk7206isg1;0
camlica_p_asr9010;koza_pe8_asr1006x;0
camlica_p_asr9010;maslak_cer_asr9010;0
camlica_p_asr9010;tuzlavf_cer_asr9010;0
camlica_p_asr9010;tuzlavf_int1_asr9922;0
camlica_pe18_asr1006x;camlica_cer2_asr9010;0
camlica_pe18_asr1006x;camlica_p_asr9010;0
camlica_pe6_c1006;camlica_p4_asr9912;0
camlica_pe6_c1006;camlica_p_asr9010;0
camlica_pe8_c1006;camlica_p4_asr9912;0
camlica_pe8_c1006;camlica_p_asr9010;0
camlica_rr_1006x.rt;camlica_cer_asr9010;0
camlica_rr_1006x.rt;camlica_p_asr9010;0
cor7206isg1;corlu2_pe_c1002x;0
cor7206isg1;esentepe_pe3_c1006;0
corlu2_pe2_c1002x;PP90PSK01;0
corlu2_pe2_c1002x;corlu2_pe_c1002x;0
corlu2_pe_c1002x;camlica_p4_asr9912;0
corlu2_pe_c1002x;cor7206isg1;0
corlu2_pe_c1002x;corlu2_pe2_c1002x;0
denizli_pe2_c1002x;camlica_p4_asr9912;0
denizli_pe2_c1002x;denizli_pe_c1002x;0
denizli_pe_c1002x;PP90PSK01;0
denizli_pe_c1002x;denizli_pe2_c1002x;0
diyarbakirvf_pe2_c1002x;PE90DYB02;0
